symbol,name,currency,summary,category_group,category,exchange,mic
00CP.Z,STX GLB.LOW CAR.400 PR DL,,The STX GLB.LOW CAR.400 PR DL Index tracks the performance of 400 global companies with low carbon emissions. The index aims to represent companies with reduced carbon footprint.,Equities,,ZRH,XSWX
00CQ.Z,STX GLB.LOW CAR.400 NR EO,,The STX GLB.LOW CAR.400 NR EO Index tracks the performance of 400 global companies with low carbon emissions. The index aims to represent companies with reduced carbon footprint.,Equities,,ZRH,XSWX
00CR.Z,STX GLB.LOW CAR.400 NR DL,,The STX GLB.LOW CAR.400 NR DL Index tracks the performance of 400 global companies with low carbon emissions. The index aims to represent companies with reduced carbon footprint.,Equities,,ZRH,XSWX
00CS.Z,STX GLB.LOW CAR.400 GR EO,,The STX GLB.LOW CAR.400 GR EO Index tracks the performance of 400 global companies with low carbon emissions. The index aims to represent companies with reduced carbon footprint.,Equities,,ZRH,XSWX
00CT.Z,STX GLB.LOW CAR.400 GR DL,,The STX GLB.LOW CAR.400 GR DL Index tracks the performance of 400 global companies with low carbon emissions. The index aims to represent companies with reduced carbon footprint.,Equities,,ZRH,XSWX
00CU.Z,STX GLB.L.CAR.FOOTP.PR EO,,The STX GLB.L.CAR.FOOTP.PR EO Index aims to track the performance of global companies with a low carbon footprint. The index focuses on companies that have demonstrably lower carbon emissions related to their operations.,Equities,,ZRH,XSWX
00CV.Z,STX GLB.L.CAR.FOOTP.PR DL,,The STX GLB.L.CAR.FOOTP.PR DL Index aims to track the performance of global companies with a low carbon footprint. The index focuses on companies that have demonstrably lower carbon emissions related to their operations.,Equities,,ZRH,XSWX
00CW.Z,STX GLB.L.CAR.FOOTP.NR EO,,The STX GLB.L.CAR.FOOTP.NR EO Index aims to track the performance of global companies with a low carbon footprint. The index focuses on companies that have demonstrably lower carbon emissions related to their operations.,Equities,,ZRH,XSWX
00CX.Z,STX GLB.L.CAR.FOOTP.NR DL,,The STX GLB.L.CAR.FOOTP.NR DL Index aims to track the performance of global companies with a low carbon footprint. The index focuses on companies that have demonstrably lower carbon emissions related to their operations.,Equities,,ZRH,XSWX
00CY.Z,STX GLB.L.CAR.FOOTP.GR EO,,The STX GLB.L.CAR.FOOTP.GR EO Index aims to track the performance of global companies with a low carbon footprint. The index focuses on companies that have demonstrably lower carbon emissions related to their operations.,Equities,,ZRH,XSWX
00CZ.Z,STX GLB.L.CAR.FOOTP.GR DL,,The STX GLB.L.CAR.FOOTP.GR DL Index aims to track the performance of global companies with a low carbon footprint. The index focuses on companies that have demonstrably lower carbon emissions related to their operations.,Equities,,ZRH,XSWX
00F0.Z,STX GLB.1800 LO.CAR.PR EO,,The STX GLB.1800 LO.CAR.PR EO Index aims to represent the performance of 1800 global companies with low carbon exposure. It focuses on companies that contribute less to carbon emissions on a global level.,Equities,,ZRH,XSWX
00F1.Z,STX GLB.1800 LO.CAR.PR EO,,The STX GLB.1800 LO.CAR.PR EO Index aims to represent the performance of 1800 global companies with low carbon exposure. It focuses on companies that contribute less to carbon emissions on a global level.,Equities,,ZRH,XSWX
00F2.Z,STX GLB.1800 LO.CAR.PR EO,,The STX GLB.1800 LO.CAR.PR EO Index aims to represent the performance of 1800 global companies with low carbon exposure. It focuses on companies that contribute less to carbon emissions on a global level.,Equities,,ZRH,XSWX
00F3.Z,STX GLB.1800 LO.CAR.PR EO,,The STX GLB.1800 LO.CAR.PR EO Index aims to represent the performance of 1800 global companies with low carbon exposure. It focuses on companies that contribute less to carbon emissions on a global level.,Equities,,ZRH,XSWX
00F4.Z,STX GLB.1800 LO.CAR.PR EO,,The STX GLB.1800 LO.CAR.PR EO Index aims to represent the performance of 1800 global companies with low carbon exposure. It focuses on companies that contribute less to carbon emissions on a global level.,Equities,,ZRH,XSWX
00F6.Z,ISTX MUTB GL.QU.150 PR EO,,"The ISTX MUTB GL.QU.150 PR EO Index aims to track the performance of 150 global companies based on a quality factor. It selects companies that demonstrate strong financial health and stability, based on parameters defined by ISTX and MUTB.",Equities,Factors,ZRH,XSWX
00F7.Z,ISTX MUTB GL.QU.150 NR EO,,"The ISTX MUTB GL.QU.150 NR EO Index aims to track the performance of 150 global companies based on a quality factor. It selects companies that demonstrate strong financial health and stability, based on parameters defined by ISTX and MUTB.",Equities,Factors,ZRH,XSWX
00F8.Z,ISTX MUTB GL.QU.150 GR EO,,"The ISTX MUTB GL.QU.150 GR EO Index aims to track the performance of 150 global companies based on a quality factor. It selects companies that demonstrate strong financial health and stability, based on parameters defined by ISTX and MUTB.",Equities,Factors,ZRH,XSWX
00F9.Z,ISTX MUTB GL.QU.150 PR DL,,"The ISTX MUTB GL.QU.150 PR DL Index aims to track the performance of 150 global companies based on a quality factor. It selects companies that demonstrate strong financial health and stability, based on parameters defined by ISTX and MUTB.",Equities,Factors,ZRH,XSWX
00FA.Z,STX USA LO.CA.50 EW PR DL,,"The STX USA LO.CA.50 EW PR DL Index aims to represent the performance of 50 U.S. companies with low carbon exposure, selected and equally weighted. It focuses on companies that are contributing less to carbon emissions within the U.S. market.",Equities,,ZRH,XSWX
00FB.Z,STX USA LO.CA.50 EW NR EO,,"The STX USA LO.CA.50 EW NR EO Index aims to represent the performance of 50 U.S. companies with low carbon exposure, selected and equally weighted. It focuses on companies that are contributing less to carbon emissions within the U.S. market.",Equities,,ZRH,XSWX
00FC.Z,STX USA LO.CA.50 EW NR DL,,"The STX USA LO.CA.50 EW NR DL Index aims to represent the performance of 50 U.S. companies with low carbon exposure, selected and equally weighted. It focuses on companies that are contributing less to carbon emissions within the U.S. market.",Equities,,ZRH,XSWX
00FD.Z,STX USA LO.CA.50 EW GR EO,,"The STX USA LO.CA.50 EW GR EO Index aims to represent the performance of 50 U.S. companies with low carbon exposure, selected and equally weighted. It focuses on companies that are contributing less to carbon emissions within the U.S. market.",Equities,,ZRH,XSWX
00FE.Z,STX USA LO.CA.50 EW GR DL,,"The STX USA LO.CA.50 EW GR DL Index aims to represent the performance of 50 U.S. companies with low carbon exposure, selected and equally weighted. It focuses on companies that are contributing less to carbon emissions within the U.S. market.",Equities,,ZRH,XSWX
00FF.Z,STX USA LOW CARB.50 PR EO,,The STX USA LOW CARB.50 PR EO Index aims to represent the performance of 50 U.S. companies with low carbon emissions. The index selects companies with reduced carbon footprint in the U.S. market.,Equities,,ZRH,XSWX
00FG.Z,STX USA LOW CARB.50 PR DL,,The STX USA LOW CARB.50 PR DL Index aims to represent the performance of 50 U.S. companies with low carbon emissions. The index selects companies with reduced carbon footprint in the U.S. market.,Equities,,ZRH,XSWX
00FH.Z,STX USA LOW CARB.50 NR EO,,The STX USA LOW CARB.50 NR EO Index aims to represent the performance of 50 U.S. companies with low carbon emissions. The index selects companies with reduced carbon footprint in the U.S. market.,Equities,,ZRH,XSWX
00FJ.Z,STX USA LOW CARB.50 NR DL,,The STX USA LOW CARB.50 NR DL Index aims to represent the performance of 50 U.S. companies with low carbon emissions. The index selects companies with reduced carbon footprint in the U.S. market.,Equities,,ZRH,XSWX
00FK.Z,STX USA LOW CARB.50 GR EO,,The STX USA LOW CARB.50 GR EO Index aims to represent the performance of 50 U.S. companies with low carbon emissions. The index selects companies with reduced carbon footprint in the U.S. market.,Equities,,ZRH,XSWX
00FL.Z,STX USA LOW CARB.50 GR DL,,The STX USA LOW CARB.50 GR DL Index aims to represent the performance of 50 U.S. companies with low carbon emissions. The index selects companies with reduced carbon footprint in the U.S. market.,Equities,,ZRH,XSWX
00FT.Z,STX USA REP.LO.CARB.PR EO,,"The STX USA REP.LO.CARB.PR EO Index tracks the performance of U.S. companies demonstrating low carbon exposure, with a focus on companies reporting their carbon emissions transparently. The index aims to represent companies with a commitment to reducing their carbon footprint and reporting it.",Equities,Factors,ZRH,XSWX
00FU.Z,STX USA REP.LO.CARB.PR DL,,"The STX USA REP.LO.CARB.PR DL Index tracks the performance of U.S. companies demonstrating low carbon exposure, with a focus on companies reporting their carbon emissions transparently. The index aims to represent companies with a commitment to reducing their carbon footprint and reporting it.",Equities,Factors,ZRH,XSWX
00FV.Z,STX USA REP.LO.CARB.NR EO,,"The STX USA REP.LO.CARB.NR EO Index tracks the performance of U.S. companies demonstrating low carbon exposure, with a focus on companies reporting their carbon emissions transparently. The index aims to represent companies with a commitment to reducing their carbon footprint and reporting it.",Equities,Factors,ZRH,XSWX
00FW.Z,STX USA REP.LO.CARB.NR DL,,"The STX USA REP.LO.CARB.NR DL Index tracks the performance of U.S. companies demonstrating low carbon exposure, with a focus on companies reporting their carbon emissions transparently. The index aims to represent companies with a commitment to reducing their carbon footprint and reporting it.",Equities,Factors,ZRH,XSWX
00FX.Z,STX USA REP.LO.CARB.GR EO,,"The STX USA REP.LO.CARB.GR EO Index tracks the performance of U.S. companies demonstrating low carbon exposure, with a focus on companies reporting their carbon emissions transparently. The index aims to represent companies with a commitment to reducing their carbon footprint and reporting it.",Equities,Factors,ZRH,XSWX
00FY.Z,STX USA REP.LO.CARB.GR DL,,"The STX USA REP.LO.CARB.GR DL Index tracks the performance of U.S. companies demonstrating low carbon exposure, with a focus on companies reporting their carbon emissions transparently. The index aims to represent companies with a commitment to reducing their carbon footprint and reporting it.",Equities,Factors,ZRH,XSWX
00FZ.Z,STX GLB.1800 LO.CAR.PR EO,,The STX GLB.1800 LO.CAR.PR EO Index aims to represent the performance of 1800 global companies with low carbon exposure. It focuses on companies that contribute less to carbon emissions on a global level.,Equities,Factors,ZRH,XSWX
00H0.Z,STX ESG LD.GL.EX EZ NR EO,,"The STX ESG LD.GL.EX EZ NR EO Index aims to track the performance of global companies, excluding controversial activities and those with a low ESG (Environmental, Social, and Governance) rating. It focuses on companies demonstrating strong leadership and commitment to ESG principles.",Equities,Factors,ZRH,XSWX
00H1.Z,STX ESG LD.GL.EX EZ PR EO,,"The STX ESG LD.GL.EX EZ PR EO Index aims to track the performance of global companies, excluding controversial activities and those with a low ESG (Environmental, Social, and Governance) rating. It focuses on companies demonstrating strong leadership and commitment to ESG principles.",Equities,Factors,ZRH,XSWX
00H2.Z,STX ESG LD.GL.EX EZ GR EO,,"The STX ESG LD.GL.EX EZ GR EO Index aims to track the performance of global companies, excluding controversial activities and those with a low ESG (Environmental, Social, and Governance) rating. It focuses on companies demonstrating strong leadership and commitment to ESG principles.",Equities,Factors,ZRH,XSWX
00H3.Z,STX ESG LD.GL.EX EZ PR DL,,"The STX ESG LD.GL.EX EZ PR DL Index aims to track the performance of global companies, excluding controversial activities and those with a low ESG (Environmental, Social, and Governance) rating. It focuses on companies demonstrating strong leadership and commitment to ESG principles.",Equities,Factors,ZRH,XSWX
00H4.Z,STX ESG LD.GL.EX EZ NR DL,,"The STX ESG LD.GL.EX EZ NR DL Index aims to track the performance of global companies, excluding controversial activities and those with a low ESG (Environmental, Social, and Governance) rating. It focuses on companies demonstrating strong leadership and commitment to ESG principles.",Equities,Factors,ZRH,XSWX
00H5.Z,STX ESG LD.GL.EX EZ GR DL,,"The STX ESG LD.GL.EX EZ GR DL Index aims to track the performance of global companies, excluding controversial activities and those with a low ESG (Environmental, Social, and Governance) rating. It focuses on companies demonstrating strong leadership and commitment to ESG principles.",Equities,Factors,ZRH,XSWX
00H6.Z,ST ESG L.F.F.G.E.EZ NR EO,,,,,ZRH,XSWX
00H7.Z,ST ESG L.F.F.G.E.EZ PR EO,,,,,ZRH,XSWX
00H8.Z,ST ESG L.F.F.G.E.EZ GR EO,,,,,ZRH,XSWX
00H9.Z,ST ESG L.F.F.G.E.EZ PR DL,,,,,ZRH,XSWX
00HA.Z,STX GL.1800 EX EOZE.PR EO,,"The STX GL.1800 EX EOZE.PR EO Index tracks the performance of 1800 global companies, excluding specific controversial sectors and those involved in certain activities designated as EOZE (likely related to ethical or environmental exclusions). The index aims to represent companies that meet specific ethical and exclusionary criteria on a global scale.",Equities,Factors,ZRH,XSWX
00HB.Z,STX GL.1800 EX EOZE.GR EO,,"The STX GL.1800 EX EOZE.GR EO Index tracks the performance of 1800 global companies, excluding specific controversial sectors and those involved in certain activities designated as EOZE (likely related to ethical or environmental exclusions). The index aims to represent companies that meet specific ethical and exclusionary criteria on a global scale.",Equities,Factors,ZRH,XSWX
