symbol,name,base_currency,quote_currency,summary,exchange
AUDTHB=X,AUD/THB,AUD,THB,"The exchange rate between the Australian Dollar (AUD) and the Thai Baht (THB), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Thailand. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDTHX=X,AUD/THX,AUD,THX,The exchange rate between the Australian Dollar (AUD) and the Thai Baht (THB). It indicates how many THB are needed to purchase one AUD. The rate reflects the relative value of the AUD compared to the THB.,CCY
AUDTJS=X,AUD/TJS,AUD,TJS,"The exchange rate between the Australian Dollar (AUD) and the Tajikistani Somoni (TJS), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Tajikistan. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDTMT=X,AUD/TMT,AUD,TMT,"The exchange rate between the Australian Dollar (AUD) and the Turkmenistani Manat (TMT), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Turkmenistan. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDTND=X,AUD/TND,AUD,TND,"The exchange rate between the Australian Dollar (AUD) and the Tunisian Dinar (TND), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Tunisia. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDTRY=X,AUD/TRY,AUD,TRY,"The exchange rate between the Australian Dollar (AUD) and the Turkish Lira (TRY), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Turkey. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDTTD=X,AUD/TTD,AUD,TTD,"The exchange rate between the Australian Dollar (AUD) and the Trinidad and Tobago Dollar (TTD), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Trinidad and Tobago. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDTWD=X,AUD/TWD,AUD,TWD,"The exchange rate between the Australian Dollar (AUD) and the New Taiwan Dollar (TWD), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Taiwan. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDUSD=X,AUD/USD,AUD,USD,"The exchange rate between the Australian Dollar (AUD) and the United States Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and the United States. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDUYU=X,AUD/UYU,AUD,UYU,"The exchange rate between the Australian Dollar (AUD) and the Uruguayan Peso (UYU), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Uruguay. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDVES=X,AUD/VES,AUD,VES,"The exchange rate between the Australian Dollar (AUD) and the Venezuelan Bolívar Soberano (VES), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and Venezuela. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUDXCD=X,AUD/XCD,AUD,XCD,"The exchange rate between the Australian Dollar (AUD) and the East Caribbean Dollar (XCD), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and the Eastern Caribbean Currency Union member states. It is a tool used for international trade, investment, and tourism between Australia and these Caribbean nations.",CCY
AUDXCU=X,AUD/XCU,AUD,XCU,The exchange rate between the Australian Dollar (AUD) and the Andean Peso (XCU). It indicates how many XCU are needed to purchase one AUD. The rate reflects the relative value of the AUD compared to the XCU.,CCY
AUDXDR=X,AUD/XDR,AUD,XDR,"The exchange rate between the Australian Dollar (AUD) and the Special Drawing Rights (XDR), which is an international reserve asset created by the International Monetary Fund (IMF). The XDR's value is based on a basket of five major currencies: the US dollar, the Euro, the Chinese Renminbi, the Japanese Yen, and the British pound sterling. This exchange rate is used in international finance and accounting.",CCY
AUDXPF=X,AUD/XPF,AUD,XPF,"The exchange rate between the Australian Dollar (AUD) and the CFP Franc (XPF), which is the currency used in the French overseas collectivities of French Polynesia, New Caledonia, and Wallis and Futuna. The exchange rate is influenced by economic factors in both Australia and these French territories. It is a tool used for international trade, investment, and tourism between Australia and these Pacific regions.",CCY
AUDZAR=X,AUD/ZAR,AUD,ZAR,"The exchange rate between the Australian Dollar (AUD) and the South African Rand (ZAR), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Australia and South Africa. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AUXCAD=X,AUX/CAD,AUX,CAD,,CCY
AUXCHF=X,AUX/CHF,AUX,CHF,,CCY
AUXCNY=X,AUX/CNY,AUX,CNY,,CCY
AUXEUR=X,AUX/EUR,AUX,EUR,,CCY
AUXGBP=X,AUS/GBP,AUS,GBP,,CCY
AUXHKD=X,AUX/HKD,AUX,HKD,,CCY
AUXIDR=X,AUX/IDR,AUX,IDR,,CCY
AUXINR=X,AUX/INR,AUX,INR,,CCY
AUXJPY=X,AUX/JPY,AUX,JPY,,CCY
AUXKRW=X,AUX/KRW,AUX,KRW,,CCY
AUXMYR=X,AUX/MYR,AUX,MYR,,CCY
AUXNZD=X,AUX/NZD,AUX,NZD,,CCY
AUXPGK=X,AUX/PGK,AUX,PGK,,CCY
AUXSGD=X,AUX/SGD,AUX,SGD,,CCY
AUXTHB=X,AUX/THB,AUX,THB,,CCY
AUXTWD=X,AUX/TWD,AUX,TWD,,CCY
AUXTWI=X,AUX/TWI,AUX,TWI,,CCY
AUXUSD=X,AUS/USD,AUS,USD,,CCY
AUXVND=X,AUX/VND,AUX,VND,,CCY
AUXXDR=X,AUX/XDR,AUX,XDR,,CCY
AWG=X,USD/AWG,USD,AWG,"The exchange rate between the US Dollar (USD) and the Aruban Florin (AWG), reflecting the relative value of the two currencies in the foreign exchange market. The Aruban Florin is pegged to the US dollar at a fixed rate. This exchange rate is crucial for maintaining economic stability in Aruba, an island nation in the Caribbean.",CCY
AWGBRX=X,AWG/BRX,AWG,BRX,The exchange rate between the Aruban Florin (AWG) and a basket of currencies (BRX). It indicates how many units of the BRX currency basket are needed to purchase one AWG. The rate reflects the relative value of the AWG compared to the BRX currency basket.,CCY
AWGUSD=X,AWG/USD,AWG,USD,The exchange rate between the Aruban Florin (AWG) and the United States Dollar (USD). It indicates how many USD are needed to purchase one AWG. The rate reflects the relative value of the AWG compared to the USD.,CCY
AZN=X,USD/AZN,USD,AZN,"The exchange rate between the US Dollar (USD) and the Azerbaijani Manat (AZN), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Azerbaijan. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
AZNRUX=X,AZN/RUX,AZN,RUX,,CCY
BAM=X,USD/BAM,USD,BAM,"The exchange rate between the US Dollar (USD) and the Bosnia-Herzegovina Convertible Mark (BAM), reflecting the relative value of the two currencies in the foreign exchange market. The BAM is pegged to the Euro at a fixed rate. This exchange rate is crucial for maintaining economic stability in Bosnia and Herzegovina.",CCY
BAMHRX=X,BAM/HRX,BAM,HRX,,CCY
BAMRSD=X,BAM/RSD,BAM,RSD,The exchange rate between the Bosnia-Herzegovina Convertible Mark (BAM) and the Serbian Dinar (RSD). It indicates how many RSD are needed to purchase one BAM. The rate reflects the relative value of the BAM compared to the RSD.,CCY
BBD=X,USD/BBD,USD,BBD,"The exchange rate between the US Dollar (USD) and the Barbadian Dollar (BBD), reflecting the relative value of the two currencies in the foreign exchange market. The Barbadian Dollar is pegged to the US dollar at a fixed rate. This exchange rate is crucial for maintaining economic stability in Barbados, an island nation in the Caribbean.",CCY
BBDBRX=X,BBD/BRX,BBD,BRX,The exchange rate between the Barbadian Dollar (BBD) and a basket of currencies (BRX). It indicates how many units of the BRX currency basket are needed to purchase one BBD. The rate reflects the relative value of the BBD compared to the BRX currency basket.,CCY
BBDGBP=X,BBD/GBP,BBD,GBP,The exchange rate between the Barbadian Dollar (BBD) and the British Pound (GBP). It indicates how many GBP are needed to purchase one BBD. The rate reflects the relative value of the BBD compared to the GBP.,CCY
BBDUSD=X,BBD/USD,BBD,USD,The exchange rate between the Barbadian Dollar (BBD) and the United States Dollar (USD). It indicates how many USD are needed to purchase one BBD. The rate reflects the relative value of the BBD compared to the USD.,CCY
BDT=X,USD/BDT,USD,BDT,"The exchange rate between the US Dollar (USD) and the Bangladeshi Taka (BDT), reflecting the relative value of the two currencies in the foreign exchange market. Currency exchange rates are influenced by various economic factors, including interest rates, inflation, and political stability in Bangladesh. It is a tool used for international trade, investment, and tourism between the two countries.",CCY
BDTBRX=X,BDT/BRX,BDT,BRX,The exchange rate between the Bangladeshi Taka (BDT) and a basket of currencies (BRX). It indicates how many units of the BRX currency basket are needed to purchase one BDT. The rate reflects the relative value of the BDT compared to the BRX currency basket.,CCY
BDTCAD=X,BDT/CAD,BDT,CAD,The exchange rate between the Bangladeshi Taka (BDT) and the Canadian Dollar (CAD). It indicates how many CAD are needed to purchase one BDT. The rate reflects the relative value of the BDT compared to the CAD.,CCY
BDTCHF=X,BDT/CHF,BDT,CHF,The exchange rate between the Bangladeshi Taka (BDT) and the Swiss Franc (CHF). It indicates how many CHF are needed to purchase one BDT. The rate reflects the relative value of the BDT compared to the CHF.,CCY
BDTEUR=X,BDT/EUR,BDT,EUR,The exchange rate between the Bangladeshi Taka (BDT) and the Euro (EUR). It indicates how many EUR are needed to purchase one BDT. The rate reflects the relative value of the BDT compared to the EUR.,CCY
