symbol,name,currency,summary,family,exchange
CCSXX,Federated Hermes California Municipal Cash Trust,USD,"The Federated Hermes California Municipal Cash Trust seeks to provide current income exempt from federal and California state income taxes, consistent with stability of principal and liquidity, by investing in a portfolio of high-quality, short-term California municipal obligations. The fund is managed by Federated Hermes, a global investment manager headquartered in Pittsburgh, Pennsylvania. The trust aims to provide a tax-advantaged investment option for California residents seeking to preserve capital while earning income.",Money Market Obligations Trust,NAS
CDBXX,,USD,,,NAS
CEAXX,Dreyfus Institutional Preferred Treasury Securities Money Market Fund,USD,,Citizensselect Funds,NAS
CEIXX,Dreyfus Institutional Preferred Treasury Securities Money Market Fund,USD,,Citizensselect Funds,NAS
CENXX,,USD,,,NAS
CETXX,,USD,,,NAS
CFMXX,,USD,,,NAS
CGAXX,,USD,,,NAS
CGBXX,,USD,,,NAS
CGIXX,,USD,,,NAS
CGMXX,Columbia Government Money Market Fund,USD,"The Columbia Government Money Market Fund invests primarily in U.S. government securities, repurchase agreements collateralized by U.S. government securities, and cash. The fund seeks to provide current income consistent with the preservation of capital and liquidity. Columbia Threadneedle Investments, headquartered in Boston, Massachusetts, manages the fund.",Columbia Funds Series Trust II ,NAS
CGVXX,,USD,,,NAS
CHSXX,DWS Tax-Exempt Portfolio,USD,"The DWS Tax-Exempt Portfolio invests primarily in municipal securities exempt from federal income tax. The fund seeks to provide investors with current income exempt from federal income tax, consistent with the preservation of capital and liquidity. DWS Group, headquartered in Frankfurt, Germany, manages the portfolio.",Cash Account Trust,NAS
CHTXX,,USD,,,NAS
CHUXX,,USD,,,NAS
CHZXX,BOFA  CASH RESERVES FUND CLASS ,USD,,,NAS
CIAXX,,USD,,,NAS
CICXX,,USD,,,NAS
CINXX,,USD,,,NAS
CITXX,,USD,,,NAS
CIUXX,,USD,,,NAS
CJLXX,JPMorgan Liquid Assets Money Market Fund,USD,"The JPMorgan Liquid Assets Money Market Fund aims to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. These instruments include U.S. government securities, corporate debt, and repurchase agreements. JPMorgan Chase & Co., a leading global financial services firm headquartered in New York City, manages the fund.",JPMorgan Trust II,NAS
CJPXX,JPMorgan Prime Money Market Fund,USD,"The JPMorgan Prime Money Market Fund seeks to provide current income while maintaining liquidity and stability of principal by investing in a diversified portfolio of high-quality, short-term money market instruments. These instruments include commercial paper, certificates of deposit, and repurchase agreements. JPMorgan Chase & Co., a leading global financial services firm headquartered in New York City, manages the fund.",JPMorgan Trust I,NAS
CJTXX,JPMorgan 100% U.S. Treasury Securities Money Market Fund,USD,"The JPMorgan 100% U.S. Treasury Securities Money Market Fund invests exclusively in U.S. Treasury securities and repurchase agreements backed by U.S. Treasury securities. The fund seeks to provide current income consistent with the preservation of capital and maintenance of liquidity. JPMorgan Chase & Co., a leading global financial services firm headquartered in New York City, manages the fund.",JPMorgan Trust I,NAS
CKAXX,,USD,,,NAS
CKBXX,,USD,,,NAS
CKCXX,,USD,,,NAS
CKEXX,,USD,,,NAS
CKFXX,,USD,,,NAS
CLIXX,,USD,,,NAS
CLNXX,Columbia Money Market Fund,USD,"The Columbia Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. These instruments may include U.S. government securities, commercial paper, and repurchase agreements. Columbia Threadneedle Investments, headquartered in Boston, Massachusetts, manages the fund.",Columbia Funds Series Trust II,NAS
CMOXX,,USD,,,NAS
CMRXX,Columbia Money Market Fund,USD,"The Columbia Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. These instruments may include U.S. government securities, commercial paper, and repurchase agreements. Columbia Threadneedle Investments, headquartered in Boston, Massachusetts, manages the fund.",Columbia Funds Series Trust II,NAS
CNFXX,City National Rochdale Government Money Market Fund,USD,"The City National Rochdale Government Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a portfolio of U.S. government securities and repurchase agreements collateralized by U.S. government securities. The fund's goal is to offer a safe and liquid investment option focused on government-backed assets. City National Rochdale, an investment management firm headquartered in New York, manages the fund.",City National Rochdale Funds,NAS
CNGXX,City National Rochdale Government Money Market Fund,USD,"The City National Rochdale Government Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a portfolio of U.S. government securities and repurchase agreements collateralized by U.S. government securities. The fund's goal is to offer a safe and liquid investment option focused on government-backed assets. City National Rochdale, an investment management firm headquartered in New York, manages the fund.",City National Rochdale Funds,NAS
CNIXX,City National Rochdale Government Money Market Fund,USD,"The City National Rochdale Government Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a portfolio of U.S. government securities and repurchase agreements collateralized by U.S. government securities. The fund's goal is to offer a safe and liquid investment option focused on government-backed assets. City National Rochdale, an investment management firm headquartered in New York, manages the fund.",City National Rochdale Funds,NAS
